RegistrationNo,ProductName,TotalContent,FirstProve,Period,Toxicity,Company,Remark,ScrapedAt
WP20260050,dinotefuran,20%,2026.03.02,2031.03.01,,"Shandong Shanying Industrial Group Co., Ltd",,2026-05-03T19:11:55.016054
WP20260049,dinotefuran,0.5%,2026.03.02,2031.03.01,,"Shandong Shanying Industrial Group Co., Ltd",质量浓度4.9克/升。,2026-05-03T19:11:55.016054
WP20260048,pyriproxyfen,0.5%,2026.03.02,2031.03.01,,"SHANDONG HUIMIN VANDA BIOLOGICAL TECHNOLOGY CO., LTD.",,2026-05-03T19:11:55.016054
WP20260047,dinotefuran,0.5%,2026.03.02,2031.03.01,,,,2026-05-03T19:11:55.016054
WP20260046,pyriproxyfen、beta-cypermethrin,10%,2026.03.02,2031.03.01,,"Jiangxi Lvchuan Biotechnology Industry Co., Ltd",质量浓度109克/升（高效氯氰菊酯54.5克/升，吡丙醚54.5克/升）。,2026-05-03T19:11:55.016054
WP20260045,diethyltoluamide,10%,2026.03.02,2031.03.01,,"NANJING RONCH CHEMICAL CO.,LTD",质量浓度94克/升。,2026-05-03T19:11:55.016054
WP20260044,permethrin,5%,2026.03.02,2031.03.01,,"NANJING RONCH CHEMICAL CO.,LTD",质量浓度51克/升。,2026-05-03T19:11:55.016054
WP20260043,meperfluthrin,5%,2026.03.02,2031.03.01,,"Jiangsu Gongcheng Bio-tech Co.,Ltd",,2026-05-03T19:11:55.016054
WP20260042,pyriproxyfen、beta-cypermethrin,20%,2026.03.02,2031.03.01,,"Hunan Wanjiafeng Technology Co., Ltd.",质量浓度212克/升（高效氯氰菊酯106克/升，吡丙醚106克/升）。,2026-05-03T19:11:55.016054
WP20260041,dinotefuran,0.5%,2026.03.02,2031.03.01,,无,质量浓度5克/升。,2026-05-03T19:11:56.998914
WP20260040,acetamiprid,2.5%,2026.03.02,2031.03.01,,"Henan Jubang Biological Pharmacy Co.,Ltd",,2026-05-03T19:11:56.998914
WP20260039,dinotefuran,0.5%,2026.03.02,2031.03.01,,"Henan Jubang Biological Pharmacy Co.,Ltd",,2026-05-03T19:11:56.998914
WP20260038,icaridin,20%,2026.03.02,2031.03.01,,abc,质量浓度197克/升。,2026-05-03T19:11:56.998914
WP20260037,dinotefuran,0.15%,2026.03.02,2031.03.01,,abc,,2026-05-03T19:11:56.998914
WP20260036,metofluthrin,0.48%,2026.03.02,2031.03.01,,"Guangzhou Chaowei Daily Chemical Products Co.,Ltd",质量浓度3.8克/升。,2026-05-03T19:11:56.998914
WP20260035,metofluthrin,0.96%,2026.03.02,2031.03.01,,"Guangzhou Chaowei Daily Chemical Products Co.,Ltd",质量浓度7.7克/升。,2026-05-03T19:11:56.998914
WP20260034,dinotefuran、pyriproxyfen,25%,2026.03.02,2031.03.01,,"Guangxi Kangsaide Agrochemical Co. , Ltd.",质量浓度260克/升（吡丙醚52克/升；呋虫胺208克/升）。,2026-05-03T19:11:56.998914
WP20260033,chlorempenthrin,10%,2026.03.02,2031.03.01,,"GUANGDONG LIWEI CHEMICAL INDUSTRY CO., LTD.",质量浓度100克/升。,2026-05-03T19:11:56.998914
WP20260032,transfluthrin,20%,2026.03.02,2031.03.01,,,,2026-05-03T19:11:56.998914
WP20260031,dichlorvos,90%,2026.03.02,2031.03.01,,"Anhui Luye Agrochemical Co.,Ltd.",质量浓度1282克/升。,2026-05-03T19:11:56.998914
WP20060003,esbiothrin,"总酯93%,右旋体82%",2006.03.02,2031.03.01,Moderately Toxic,"Hubei Universal Technology Co., Ltd",2023年11月23日，变更原持有人江苏丰登作物保护股份有限公司。,2026-05-03T19:11:56.998914
PD20261023,sulfentrazone,50%,2026.03.02,2031.03.01,,,质量浓度651克/升。,2026-05-03T19:11:56.998914
PD20261022,copper oxychloride,700克/升,2026.03.02,2031.03.01,,,质量分数46%。,2026-05-03T19:11:56.998914
PD20261021,fosthiazate,960克/升,2026.03.02,2031.03.01,,"SHIJIAZHUANG CITY SENTAY CHEMICAL CO., LTD",质量分数80%。,2026-05-03T19:11:56.998914
PD20261020,abamectin、fluopyram,15%,2026.03.02,2031.03.01,,"Shaanxi Tunpsion Biological Technology Co., Ltd.",质量浓度165克/升（阿维菌素22克/升，氟吡菌酰胺143克/升）。,2026-05-03T19:11:56.998914
PD20261019,metam-sodium,35%,2026.03.02,2031.03.01,,HESL,质量浓度423克/升。,2026-05-03T19:11:56.998914
PD20261018,fluopyram,0.2%,2026.03.02,2031.03.01,,,,2026-05-03T19:11:56.998914
PD20261017,abamectin、fluopyram,28%,2026.03.02,2031.03.01,,"Hebei Meibang Chemical Technology Co., Ltd",质量浓度308克/升（阿维菌素77克/升，氟吡菌酰胺231克/升）。,2026-05-03T19:11:56.998914
PD20261016,etoxazole、bifenazate,45%,2026.03.02,2031.03.01,,ShanDong Lvdedi biotechnology co.，LTD,质量浓度495克/升（联苯肼酯330克/升，乙螨唑165克/升）。,2026-05-03T19:11:56.998914
PD20261015,etoxazole,30%,2026.03.02,2031.03.01,,"Qingdao Rainbow Chemical Co., Ltd.",质量浓度324克/升。,2026-05-03T19:11:56.998914
PD20261014,spirodiclofen,50%,2026.03.02,2031.03.01,,"Qingdao Haina Biotechnology Co. , Ltd.",质量浓度574克/升。,2026-05-03T19:11:56.998914
PD20261013,abamectin-aminomethyl、metaldehyde,6.5%,2026.03.02,2031.03.01,,"Guangnong Pharmaceutical (Guangdong) Co., Ltd",甲氨基阿维菌素苯甲酸盐0.6%。,2026-05-03T19:11:56.998914
PD20261012,4-indol-3-ylbutyric acid、1-naphthyl acetic acid,5%,2026.03.02,2031.03.01,,"Zhumadian Changsheng Biotechnology Co., Ltd.",质量浓度52克/升（吲哚丁酸26克/升，萘乙酸26克/升）。,2026-05-03T19:11:56.998914
PD20261011,uniconazole、prohexadione calcium,15%,2026.03.02,2031.03.01,,"Zhengzhou Xianlida Chemical Co., Ltd.",质量浓度160克/升（调环酸钙53克/升，烯效唑107克/升）。,2026-05-03T19:11:56.998914
PD20261010,6-benzylamino-purine、ethephon,30%,2026.03.02,2031.03.01,,"Zhejiang  Dapeng Pharmaceutical   Co.,Ltd.",质量浓度348.8克/升（苄氨基嘌呤5.8克/升，乙烯利343克/升）。,2026-05-03T19:11:56.998914
PD20261009,4-indol-3-ylbutyric acid、1-naphthyl acetic acid,0.075%,2026.03.02,2031.03.01,,Yuncheng green uneven agricultural chemicals limited company,质量浓度0.75克/升（吲哚丁酸0.5克/升；萘乙酸0.25克/升）。,2026-05-03T19:11:56.998914
PD20261008,Kinetin,0.4%,2026.03.02,2031.03.01,,"YIFAN BIOTECHNOLOGY GROUP CO., LTD.",质量浓度4.5克/升。,2026-05-03T19:11:56.998914
PD20261007,paclobutrazol、mepiquat chloride,30%,2026.03.02,2031.03.01,,"Weihuanmei Chemical Technology (Henan) Co., Ltd.",质量浓度323克/升（多效唑269克/升，甲哌鎓54克/升）。,2026-05-03T19:11:56.998914
PD20261006,prohexadione calcium,10%,2026.03.02,2031.03.01,,"Weinan DowinNova Biotechnology Co., Ltd.",质量浓度108克/升。,2026-05-03T19:11:56.998914
PD20261005,diethyl aminoethyl hexanoate、sodium nitrophenolate,0.05%,2026.03.02,2031.03.01,,"Weihuanmei Chemical Technology (Henan) Co., Ltd.",质量浓度0.54克/升（胺鲜酯0.43克/升，复硝酚钠0.11克/升）。胺鲜酯柠檬酸盐0.075%，0.8克/升。,2026-05-03T19:11:56.998914
PD20261004,Kinetin,2%,2026.03.02,2031.03.01,,"Sichuan Xinlanyue Biotechnology Co., Ltd",质量浓度20克/升。,2026-05-03T19:11:56.998914
PD20261003,14-hydroxylated brassinosteroid,0.0075%,2026.03.02,2031.03.01,,"Sichuan Xinlanyue Biotechnology Co., Ltd",质量浓度0.074克/升。,2026-05-03T19:11:56.998914
PD20261002,"24-epibrassinolide、gibberellic acid A4,A7",0.4%,2026.03.02,2031.03.01,,Zigong Heng Da Pesticide Factory,质量浓度4.22克/升（24-表芸苔素内酯0.02克/升；赤霉酸A4+A7 4.2克/升）。,2026-05-03T19:11:56.998914
PD20261001,gibberellic acid,4%,2026.03.02,2031.03.01,,"SHAANXI HENGTIAN BIOLOGICAL AGRICULTURE CO.,LTD",质量浓度41克/升。,2026-05-03T19:11:56.998914
PD20261000,6-benzylamino-purine、28-homobrassinolide,2%,2026.03.02,2031.03.01,,"SHANGHAI YIBANG BIOENGINEERING (XINYANG) CO., LTD",质量浓度18.6克/升（苄氨基嘌呤18.5克/升，28-高芸苔素内酯0.1克/升）。,2026-05-03T19:11:56.998914
PD20260999,14-hydroxylated brassinosteroid,0.0075%,2026.03.02,2031.03.01,,"UNITED BIO-SHANGHAI AND SHANGHAI PHARMACEUTICAL(XIAYI)CO.,LTD",质量浓度0.074克/升。,2026-05-03T19:11:56.998914
PD20260998,28-homobrassinolide,0.01%,2026.03.02,2031.03.01,,"UNITED BIO-SHANGHAI AND SHANGHAI PHARMACEUTICAL(XIAYI)CO.,LTD",质量浓度0.1克/升。,2026-05-03T19:11:56.998914
PD20260997,gibberellic acid、28-homobrassinolide,0.4%,2026.03.02,2031.03.01,,"Shandong Zhongxin Kenong Biological Technology Co.,Ltd",质量浓度4.02克/升（赤霉酸4克/升，28-高芸苔素内酯0.02克/升）。,2026-05-03T19:11:56.998914
PD20260996,"6-benzylamino-purine、gibberellic acid A4,A7",4%,2026.03.02,2031.03.01,,"SHANDONG A&FINE AGROCHEMICALS CO.,LTD.",质量浓度42克/升（苄氨基嘌呤21克/升，赤霉酸A4+A7 21克/升）。,2026-05-03T19:11:56.998914
PD20260995,4-indol-3-ylbutyric acid、(+)-abscisic acid,1%,2026.03.02,2031.03.01,,"Shandong yannong biotechnology co., ltd",质量浓度10.56克/升（吲哚丁酸9.5克/升，S-诱抗素1.06克/升）。,2026-05-03T19:11:56.998914
PD20260994,"thidiazuron、gibberellic acid A4,A7",1%,2026.03.02,2031.03.01,,"SHANDONG HUIMIN VANDA BIOLOGICAL TECHNOLOGY CO., LTD.",质量浓度10.1克/升（赤霉酸A4+A7  7.6克/升，噻苯隆 2.5克/升）。,2026-05-03T19:11:56.998914
PD20260993,triacontanol,0.1%,2026.03.02,2031.03.01,,"SHANDONG HUIMIN VANDA BIOLOGICAL TECHNOLOGY CO., LTD.",质量浓度1克/升。,2026-05-03T19:11:56.998914
PD20260992,diethyl aminoethyl hexanoate、sodium nitrophenolate,0.6%,2026.03.02,2031.03.01,,"QINGDAO ZHONGDA AGRITECH CO., LTD.",胺鲜酯柠檬酸盐0.76%。,2026-05-03T19:11:56.998914
PD20260991,"24-epibrassinolide、gibberellic acid A4,A7",0.4%,2026.03.02,2031.03.01,,"QINGDAO STAR CROPSCIENCE CO., LTD.","质量浓度3.216克/升（2,4-表芸苔素内酯0.016克/升，赤霉酸A4+A73.2克/升）。",2026-05-03T19:11:56.998914
PD20260990,gibberellic acid,40%,2026.03.02,2031.03.01,,"Qingdao Rainbow Chemical Co., Ltd.",,2026-05-03T19:11:56.998914
PD20260989,gibberellic acid,10%,2026.03.02,2031.03.01,,"Mengzhou Nongda Biochemical Co., Ltd",,2026-05-03T19:11:56.998914
PD20260988,uniconazole、chlormequat,35%,2026.03.02,2031.03.01,,,质量浓度381克/升（矮壮素327克/升，烯效唑54克/升）。,2026-05-03T19:11:56.998914
PD20260987,"gibberellic acid A4,A7、28-homobrassinolide",0.5%,2026.03.02,2031.03.01,,Jiangxi Zhengbang Crop Protection Co. Ltd.,质量浓度4克/升（28-高芸苔素内酯0.024克/升，赤霉酸A4+A73.976克/升）。,2026-05-03T19:11:56.998914
PD20260986,4-indol-3-ylbutyric acid、1-naphthyl acetic acid,0.3%,2026.03.02,2031.03.01,,"JIANGXI NEW REYPHON BIOCHEMICAL CO.,LTD.",质量浓度3克/升（吲哚丁酸1.5克/升，萘乙酸1.5克/升）。萘乙酸钠0.167%，1.67克/升。吲哚丁酸钾0.178%，1.78克/升。,2026-05-03T19:11:56.998914
PD20260985,24-epibrassinolide,0.0016%,2026.03.02,2031.03.01,,"Jiangxi Xinbang Biochemical Co.,Ltd.",质量浓度0.019克/升。,2026-05-03T19:11:56.998914
PD20260984,14-hydroxylated brassinosteroid,0.01%,2026.03.02,2031.03.01,,"Jiangxi Weilite Bio-technology Co.,Ltd.",质量浓度0.1克/升。,2026-05-03T19:11:56.998914
PD20260983,24-epibrassinolide、(+)-abscisic acid,0.5%,2026.03.02,2031.03.01,,"Suzhou Haiguang Petroleum Products Co., Ltd.",质量浓度4.95克/升（24-表芸苔素内酯0.05克/升，S-诱抗素4.9克/升）。,2026-05-03T19:11:56.998914
PD20260982,uniconazole、prohexadione calcium,15%,2026.03.02,2031.03.01,,"Henan Yitian Agricultural Development Co., Ltd",质量浓度159克/升（调环酸钙53克/升，烯效唑106克/升）。,2026-05-03T19:11:56.998914
PD20260981,thidiazuron、28-homobrassinolide,0.16%,2026.03.02,2031.03.01,,,质量浓度1.6克/升（28-高芸苔素内酯0.1克/升，噻苯隆1.5克/升）。,2026-05-03T19:11:56.998914
PD20260980,28-epihomobrassinolide、ethephon,30%,2026.03.02,2031.03.01,,"Silver Biological Products Co., Ltd., Zhengzhou Branch",质量浓度344.0046克/升（28-表高芸苔素内酯0.0046克/升，乙烯利344克/升）。,2026-05-03T19:11:56.998914
PD20260979,4-indol-3-ylbutyric acid、1-naphthyl acetic acid,0.1%,2026.03.02,2031.03.01,,"Heilongjiang Punongfeng Biological Technology Development Co., Ltd.",质量浓度1克/升（吲哚丁酸0.8克/升，萘乙酸0.2克/升）。吲哚丁酸钾0.095%，0.95克/升。萘乙酸钠0.022%，0.22克/升。,2026-05-03T19:11:56.998914
PD20260978,prohexadione calcium、chlormequat,40%,2026.03.02,2031.03.01,,"HEFEI  HENONG  PESTICIDE  CO., LTD.",质量浓度460克/升（矮壮素345克/升，调环酸钙115克/升）。,2026-05-03T19:11:56.998914
PD20260977,prohexadione calcium,5%,2026.03.02,2031.03.01,,"Qingguan Chemical Co., Ltd., Shijiazhuang city",质量浓度52克/升。,2026-05-03T19:11:56.998914
PD20260976,oxyfluorfen,3%,2026.03.02,2031.03.01,,"Guilin Guikai Pesticide Industry Co.,Ltd",质量浓度31克/升。,2026-05-03T19:11:56.998914
PD20260975,4-indol-3-ylbutyric acid、1-naphthyl acetic acid,5%,2026.03.02,2031.03.01,,"Brightmart Cropscience Co., Ltd",质量浓度50克/升（吲哚丁酸25克/升，萘乙酸25克/升）。,2026-05-03T19:11:56.998914
PD20260974,gibberellic acid,4%,2026.03.02,2031.03.01,,,质量浓度38.3克/升。,2026-05-03T19:11:56.998914
PD20260973,thidiazuron、diuron,540克/升,2026.03.02,2031.03.01,,"Anhui Vision Crop-protection Co.,Ltd",质量分数48%（噻苯隆32%；敌草隆16%）。,2026-05-03T19:11:56.998914
PD20260972,(+)-abscisic acid、28-homobrassinolide,0.25%,2026.03.02,2031.03.01,,"Anhui Vision Crop-protection Co.,Ltd",质量浓度2.49克/升（28-高芸苔素内酯0.01克/升，S-诱抗素2.48克/升）。,2026-05-03T19:11:56.998914
PD20260971,24-epibrassinolide、gibberellic acid,0.4%,2026.03.02,2031.03.01,,"Anhui Vision Crop-protection Co.,Ltd",质量浓度3.186克/升（24-表芸苔素内酯0.016克/升，赤霉酸3.17克/升）。,2026-05-03T19:11:56.998914
PD20260970,butachlor、propanil、clomazone,46%,2026.03.02,2031.03.01,,"Zhumadian Zhongbang Yinong Biotechnology Co., Ltd.",质量浓度517克/升（敌稗337克/升，丁草胺146克/升，异噁草松34克/升）。,2026-05-03T19:11:56.998914
PD20260969,hexazinone,25%,2026.03.02,2031.03.01,,"ZhouKou XianDa Chemical Co.,Ltd",质量浓度255克/升。,2026-05-03T19:11:56.998914
PD20260968,fluroxypyr-meptyl、bentazone、MCPA-isooctyl,45%,2026.03.02,2031.03.01,,"Zhongtu Biotechnology (Anhui) Co., LTD",质量浓度510克/升（2甲4氯异辛酯125克/升，灭草松340克/升，氯氟吡氧乙酸异辛酯45克/升）。灭草松钠盐32.7%，370克/升。,2026-05-03T19:11:56.998914
PD20260967,sulfentrazone,75%,2026.03.02,2031.03.01,,"ZHENJIANG PIONEER CROPSCIENCE CO., Ltd.",,2026-05-03T19:11:56.998914
PD20260966,propanil,80%,2026.03.02,2031.03.01,,"Zhenjiang Kenso Agrochemical Co., Ltd",,2026-05-03T19:11:56.998914
PD20260965,clodinafop-propargyl、mesosulfuron-methyl、flucarbazone-Na,14%,2026.03.02,2031.03.01,,,质量浓度140克/升（甲基二磺隆10克/升，氟唑磺隆32克/升，炔草酯98克/升）。,2026-05-03T19:11:56.998914
PD20260964,atrazine、quinclorac,37%,2026.03.02,2031.03.01,,"Zhejiang Zhongshan Chemical Industry Group Co., Ltd.",质量浓度378克/升（二氯喹啉酸143克/升，莠去津235克/升）。,2026-05-03T19:11:56.998914
PD20260963,diquat,32%,2026.03.02,2031.03.01,,"Zhejiang Xinan Chemical Industrial Group Co., Ltd.",质量浓度374克/升。,2026-05-03T19:11:56.998914
PD20260962,metamifop,20%,2026.03.02,2031.03.01,,"Zhejiang Xinan Chemical Industrial Group Co., Ltd.",质量浓度200克/升。,2026-05-03T19:11:56.998914
PD20260961,propanil,45%,2026.03.02,2031.03.01,,"Zhejiang Jishun Plant Technology Co., Ltd",质量浓度512克/升。,2026-05-03T19:11:56.998914
PD20260960,propisochlor,720克/升,2026.03.02,2031.03.01,,"Laoting Yoloo Bio-Technology Co., Ltd.",质量分数66.6%。,2026-05-03T19:11:56.998914
PD20260959,fluroxypyr-meptyl、atrazine、quinclorac,26%,2026.03.02,2031.03.01,,Xinxiang First Agrochemical Technology Limited Company,质量浓度257克/升（二氯喹啉酸89克/升，氯氟吡氧乙酸异辛酯20克/升，莠去津148克/升）。,2026-05-03T19:11:56.998914
PD20260958,bentazone,480克/升,2026.03.02,2031.03.01,,"Xianglin Meifeng Biotechnology (Huai'an) Co., Ltd",质量分数40%。灭草松钠盐43.7%，524克/升。,2026-05-03T19:11:56.998914
PD20260957,metamifop、propanil、clomazone,38%,2026.03.02,2031.03.01,,"WANRONG CROP TECHNOLOGY CO., LTD",质量浓度404克/升（敌稗320克/升，噁唑酰草胺42克/升，异噁草松42克/升）。,2026-05-03T19:11:56.998914
PD20260956,simetryn、oxadiargyl、clomazone,28%,2026.03.02,2031.03.01,,"WANRONG CROP TECHNOLOGY CO., LTD",质量浓度277克/升（丙炔噁草酮59克/升，西草净139克/升，异噁草松79克/升）。,2026-05-03T19:11:56.998914
PD20260955,Pyroxasulfone,40%,2026.03.02,2031.03.01,,"Songliao Chemical (Heilongjiang) Co., Ltd.",质量浓度480克/升。,2026-05-03T19:11:56.998914
PD20260954,diflufenican、Flufenacet,35%,2026.03.02,2031.03.01,,"Sichuan Techforce Biochemical Co., LTD.",质量浓度389克/升（吡氟酰草胺130克/升，氟噻草胺259克/升）。,2026-05-03T19:11:56.998914
PD20260953,topramezone,30%,2026.03.02,2031.03.01,,"Lier Cropscience Co.,Ltd",质量浓度330克/升。,2026-05-03T19:11:56.998914
PD20260952,terbuthylazine、mesotrione、nicosulfuron,31%,2026.03.02,2031.03.01,,"Shaanxi Sunger Road BIO-Science Co.,LTD.",质量浓度323克/升（硝磺草酮73克/升，烟嘧磺隆42克/升，特丁津208克/升）。,2026-05-03T19:11:56.998914
PD20260951,glyphosate、dicamba,35.8%,2026.03.02,2031.03.01,,"UNITED BIO-SHANGHAI AND SHANGHAI PHARMACEUTICAL(XIAYI)CO.,LTD",质量浓度427克/升（草甘膦358克/升，麦草畏69克/升）。草甘膦二甲胺盐38%，453克/升。麦草畏二甲胺盐7%，83克/升。,2026-05-03T19:11:56.998914
PD20260950,Diquat dichloride,25%,2026.03.02,2031.03.01,,"Shandong Sinomey Chemicals Co., Ltd.",质量浓度275克/升。,2026-05-03T19:11:56.998914
PD20260949,ametryn、mesotrione、halosulfuron-methyl,81%,2026.03.02,2031.03.01,,"SHANDONG YUEMING BIOLOGICAL TECHNOLOGY CO.,LTD.",,2026-05-03T19:11:56.998914
PD20260948,prometryn、pendimethalin,35%,2026.03.02,2031.03.01,,"SHANDONG YUEMING BIOLOGICAL TECHNOLOGY CO.,LTD.",质量浓度385克/升（扑草净165克/升，二甲戊灵220克/升）。,2026-05-03T19:11:56.998914
PD20260947,bromacil,80%,2026.03.02,2031.03.01,,"SHANDONG WEIFANG RAINBOW CHEMICAL CO., LTD",,2026-05-03T19:11:56.998914
PD20260946,flazasulfuron,25%,2026.03.02,2031.03.01,,"SHANDONG WEIFANG RAINBOW CHEMICAL CO., LTD",,2026-05-03T19:11:56.998914
PD20260945,Pyroxasulfone,40%,2026.03.02,2031.03.01,,"SHANDONG WEIFANG RAINBOW CHEMICAL CO., LTD",质量浓度480克/升。,2026-05-03T19:11:56.998914
PD20260944,benazolin-ethyl,50%,2026.03.02,2031.03.01,,"SHANDONG WEIFANG RAINBOW CHEMICAL CO., LTD",质量浓度620克/升。,2026-05-03T19:11:56.998914
PD20260943,propanil、cyhalofop-butyl,39%,2026.03.02,2031.03.01,,"SHANDONG WEIFANG RAINBOW CHEMICAL CO., LTD",质量浓度420克/升（氰氟草酯162克/升，敌稗258克/升）。,2026-05-03T19:11:56.998914
PD20260942,bentazone,480克/升,2026.03.02,2031.03.01,,"Shandong Wanhao Crop Science Co., LTD",质量分数40%。灭草松钠盐44%，530克/升。,2026-05-03T19:11:56.998914
PD20260941,atrazine、mesotrione、nicosulfuron,30%,2026.03.02,2031.03.01,,"Shandong Wanhao Crop Science Co., LTD",质量浓度303克/升（硝磺草酮61克/升，烟嘧磺隆40克/升，莠去津202克/升）。,2026-05-03T19:11:56.998914
PD20260940,diflufenican,30%,2026.03.02,2031.03.01,,"Shandong Wanhao Crop Science Co., LTD",质量浓度340克/升。,2026-05-03T19:11:56.998914
PD20260939,fluroxypyr-meptyl、MCPA-isooctyl、florasulam,48%,2026.03.02,2031.03.01,,"Shandong Wanhao Crop Science Co., LTD",质量浓度508.2克/升（双氟磺草胺4.2克/升，2甲4氯异辛酯377克/升，氯氟吡氧乙酸异辛酯127克/升）。,2026-05-03T19:11:56.998914
PD20260938,atrazine、mesotrione、nicosulfuron,36%,2026.03.02,2031.03.01,,"Shandong SHANGNONG Agricultural Technology Co., Ltd",质量浓度372克/升（烟嘧磺隆41克/升，莠去津269克/升，硝磺草酮62克/升）。,2026-05-03T19:11:56.998914
PD20260937,diflufenican,41%,2026.03.02,2031.03.01,,"Shandong KingAgroot CropScience Co., Ltd.",质量浓度500克/升。,2026-05-03T19:11:56.998914
PD20260936,topramezone、terbuthylazine,28%,2026.03.02,2031.03.01,,"Shandong Leeder Cropscience Co.,Ltd.",质量浓度279克/升（苯唑草酮20克/升，特丁津259克/升）。,2026-05-03T19:11:56.998914
PD20260935,oxyfluorfen、prometryn、pendimethalin,36%,2026.03.02,2031.03.01,,"Shandong Leeder Cropscience Co.,Ltd.",质量浓度401克/升（二甲戊灵234克/升，扑草净145克/升，乙氧氟草醚22克/升）。,2026-05-03T19:11:58.942707
PD20260934,Pyroxasulfone,40%,2026.03.02,2031.03.01,,"SHANDONG LEBONT CHEMICALS CO., LTD.",质量浓度480克/升。,2026-05-03T19:11:58.942707
PD20260933,ametryn、fluroxypyr-meptyl、mesotrione,59.2%,2026.03.02,2031.03.01,,"Shandong Binnong Technology Co., Ltd.",,2026-05-03T19:11:58.942707
PD20260932,penoxsulam、simetryn,43%,2026.03.02,2031.03.01,,"Shandong Binnong Technology Co., Ltd.",质量浓度468克/升（五氟磺草胺33克/升，西草净435克/升）。,2026-05-03T19:11:58.942707
PD20260931,topramezone,4%,2026.03.02,2031.03.01,,"SHANDONG AOKUN CROP SCIENCE CO.,LTD.",质量浓度37克/升。,2026-05-03T19:11:58.942707
PD20260930,prometryn、pendimethalin,35%,2026.03.02,2031.03.01,,abc,质量浓度385克/升（二甲戊灵220克/升，扑草净165克/升）。,2026-05-03T19:11:58.942707
PD20260929,acetochlor、isoxaflutole、atrazine,55%,2026.03.02,2031.03.01,,abc,质量浓度604克/升（莠去津264克/升，乙草胺307克/升，异噁唑草酮33克/升）。,2026-05-03T19:11:58.942707
